A B C D classA classB classC classD
68.920621 -55.30712 53.199302 -65.383024 0 1 0 0
57.329248 -53.908173 52.142974 -68.905789 0 1 0 0
62.99656 -52.791666 55.523114 -55.551155 0 1 0 0
51.280262 -68.14743 48.542253 -55.919574 0 1 0 0
63.411062 -55.005185 53.553812 -83.897796 0 1 0 0
52.435324 -57.178235 52.864351 -56.343025 0 1 0 0
57.684728 -56.599754 51.073348 -57.676766 0 1 0 0
67.612758 -52.66227 57.928566 -69.522186 0 1 0 0
62.766364 -58.956778 52.590385 -61.446963 0 1 0 0
69.326214 -50.988102 63.823241 -66.409311 0 1 0 0
66.251638 -48.299166 70.402953 -78.83225 0 1 0 0
68.719857 -52.907415 59.396748 -68.359277 0 1 0 0
51.8977 -57.726291 40.477317 -37.357713 0 1 0 0
61.071834 -53.959085 60.84533 -68.007709 0 1 0 0
43.845002 -64.97577 32.259337 -34.851766 0 1 0 0
56.287594 -54.676547 60.142161 -69.708458 0 1 0 0
61.597769 -54.653367 67.914172 -95.510244 0 1 0 0
54.888212 -59.922278 47.75447 -45.118459 0 1 0 0
61.697107 -56.603097 49.839794 -53.281555 0 1 0 0
64.495478 -54.77486 53.967202 -57.641713 0 1 0 0
51.892943 -54.069696 44.731862 -47.453278 0 1 0 0
66.264573 -54.051034 66.639515 -90.824958 0 1 0 0
62.23682 -53.535552 63.248858 -65.042146 0 1 0 0
60.373877 -55.741808 69.711231 -80.809833 0 1 0 0
58.699212 -54.392099 71.961925 -81.030855 0 1 0 0
58.499633 -56.791437 51.723813 -67.751882 0 1 0 0
51.788736 -56.783875 40.125805 -47.559238 0 1 0 0
70.668055 -51.37504 68.200979 -68.118632 0 1 0 0
64.264328 -50.242303 57.306168 -87.569227 0 1 0 0
51.304611 -60.724496 57.948727 -60.303511 0 1 0 0
54.837007 -57.73553 48.060044 -42.937506 0 1 0 0
62.966427 -51.430103 58.149868 -60.472212 0 1 0 0
53.545422 -58.275422 46.400323 -48.739729 0 1 0 0
72.156093 -54.727271 67.119448 -82.642997 0 1 0 0
54.294245 -58.541882 50.363146 -48.6539 0 1 0 0
61.324368 -57.206644 57.442305 -44.652816 0 1 0 0
56.889773 -56.123831 52.670264 -77.764829 0 1 0 0
62.47575 -53.523571 65.408473 -67.930693 0 1 0 0
52.105629 -57.281209 40.863105 -53.104014 0 1 0 0
64.636667 -50.097375 55.672011 -72.113958 0 1 0 0
69.632851 -56.357954 56.66495 -51.70497 0 1 0 0
55.481182 -57.155638 55.33332 -66.503759 0 1 0 0
49.821532 -62.506536 48.801935 -67.560901 0 1 0 0
59.078827 -60.498382 55.196062 -63.920255 0 1 0 0
50.139533 -64.918292 30.4202 -40.04292 0 1 0 0
47.740223 -57.930732 57.732724 -56.752794 0 1 0 0
69.416609 -52.057512 65.672444 -66.932542 0 1 0 0
62.375322 -57.866805 55.262473 -65.945169 0 1 0 0
59.157654 -59.891106 41.530925 -64.235358 0 1 0 0
14.493834 23.582608 -6.86357 -4.215971 0 0 1 0
9.147796 0.120617 8.212369 1.406221 0 0 1 0
9.534256 -15.9881 20.3719 -13.111957 0 0 1 0
11.733382 -9.530482 7.754846 -11.456494 0 0 1 0
8.114066 -8.235141 7.629497 -11.555563 0 0 1 0
9.668639 -3.231273 -8.481052 -9.255487 0 0 1 0
7.041402 -3.677962 11.361132 -16.28913 0 0 1 0
13.205247 0.472758 -10.492109 -6.108067 0 0 1 0
14.557452 -0.064559 -3.06334 -3.591572 0 0 1 0
4.021399 -16.597782 7.61603 -12.655519 0 0 1 0
5.564197 -16.762167 10.850859 -14.621079 0 0 1 0
4.468219 -8.505038 7.257641 -10.749823 0 0 1 0
10.778417 2.661342 8.318722 -4.003826 0 0 1 0
11.537949 -9.816962 15.882631 -10.370425 0 0 1 0
10.714758 5.323555 15.074447 -6.323524 0 0 1 0
11.517281 -2.830118 -1.033924 -9.519377 0 0 1 0
10.053241 -0.053557 17.490888 -16.65744 0 0 1 0
13.173876 3.458916 -18.331571 -9.861331 0 0 1 0
9.943149 -3.557411 11.464202 -20.256747 0 0 1 0
9.238717 -14.471879 -3.054907 -11.781833 0 0 1 0
11.379884 7.896781 -15.137742 -5.194755 0 0 1 0
10.662869 -2.840291 -1.014716 -3.259582 0 0 1 0
12.249305 2.080883 -4.338618 -5.511973 0 0 1 0
5.558734 -7.184267 -1.319611 -11.377144 0 0 1 0
2.494075 -6.182518 7.913452 -10.00113 0 0 1 0
6.573672 -21.515645 12.87045 -16.249258 0 0 1 0
11.653367 0.937764 16.075083 -9.967675 0 0 1 0
15.56713 4.347177 -20.839939 2.04425 0 0 1 0
10.379093 7.563601 -1.377373 -5.699489 0 0 1 0
14.860941 0.147087 -13.287876 1.36017 0 0 1 0
7.22451 -13.139384 4.55345 -13.95712 0 0 1 0
8.431822 4.804415 3.028175 -5.25938 0 0 1 0
7.273873 -10.47842 22.815157 -13.638237 0 0 1 0
14.650676 4.693517 10.587408 -4.359394 0 0 1 0
6.272919 -16.349494 14.921822 -16.701555 0 0 1 0
4.886698 -5.407815 2.317181 -12.76485 0 0 1 0
13.670184 0.320361 3.274064 -14.163496 0 0 1 0
5.07993 -15.386348 26.456168 -10.816993 0 0 1 0
13.076488 1.42462 1.64996 -1.86129 0 0 1 0
2.526447 -19.578928 17.627972 -18.892164 0 0 1 0
10.981615 -8.747246 21.528464 -12.131294 0 0 1 0
11.278039 -2.205164 -10.139252 -3.78776 0 0 1 0
6.348627 5.062494 21.923853 -25.116849 0 0 1 0
6.400827 -5.96928 18.575996 -20.291186 0 0 1 0
-2.01245 -13.33433 23.285645 -26.631085 0 0 1 0
9.252335 3.739339 -6.220627 -7.327707 0 0 1 0
7.375898 -17.766476 18.206217 -20.486217 0 0 1 0
4.976276 -17.503886 8.771377 -10.843471 0 0 1 0
6.980398 -2.543534 14.55798 1.45923 0 0 1 0
17.60972 7.608109 -2.255165 -3.252869 0 0 1 0
-61.908003 57.922264 -50.495522 58.241754 0 0 1 0
-61.721059 46.015857 -58.698773 68.92533 0 0 1 0
-62.796327 49.070263 -47.043758 63.720503 0 0 1 0
-61.774797 42.99863 -37.974665 59.201549 0 0 1 0
-63.266752 52.988895 -64.655903 54.816555 0 0 1 0
-51.689835 63.362521 -60.791372 61.918975 0 0 1 0
-61.661323 47.541076 -45.246971 56.5445 0 0 1 0
-62.750549 59.585835 -58.853483 65.851901 0 0 1 0
-57.928386 65.810028 -66.520522 72.077199 0 0 1 0
-56.283952 58.635618 -50.0656 61.139729 0 0 1 0
-60.952772 64.154491 -71.570535 62.786864 0 0 1 0
-64.846536 57.081728 -44.613469 57.86708 0 0 1 0
-61.186435 66.802295 -62.665431 62.781531 0 0 1 0
-58.414008 67.844824 -59.047917 63.587704 0 0 1 0
-62.22186 47.821092 -37.273624 48.785585 0 0 1 0
-62.227465 56.68066 -51.972921 59.214212 0 0 1 0
-65.615193 52.215733 -50.350771 58.412145 0 0 1 0
-56.565803 59.138018 -62.512052 62.362224 0 0 1 0
-59.554457 43.86011 -43.91792 66.318175 0 0 1 0
-59.63312 55.941941 -52.716388 57.909306 0 0 1 0
-57.612048 54.552059 -52.743972 58.468115 0 0 1 0
-57.443449 66.693062 -77.93949 68.915528 0 0 1 0
-58.758764 68.679365 -53.789274 56.944519 0 0 1 0
-60.75119 52.408589 -70.323536 67.493339 0 0 1 0
-59.620838 68.031219 -65.634255 61.056931 0 0 1 0
-57.26629 55.334113 -57.505619 64.344477 0 0 1 0
-63.018735 54.776569 -59.297421 65.651596 0 0 1 0
-63.421534 47.044394 -47.874353 54.138625 0 0 1 0
-61.649046 65.95963 -66.177487 60.178518 0 0 1 0
-58.074038 53.147175 -46.455237 53.777972 0 0 1 0
-54.820939 61.931877 -51.84345 62.972131 0 0 1 0
-57.352174 60.001014 -45.948715 57.849195 0 0 1 0
-59.368763 64.677409 -55.199113 55.561264 0 0 1 0
-66.792921 42.139221 -43.405174 50.358372 0 0 1 0
-62.122715 39.584601 -42.097968 57.834146 0 0 1 0
-64.889527 47.294067 -54.801839 50.46702 0 0 1 0
-56.549116 55.951775 -52.122441 60.369525 0 0 1 0
-57.841321 65.922095 -64.553675 69.195533 0 0 1 0
-54.409181 67.00756 -59.917215 60.468435 0 0 1 0
-55.680664 57.279809 -66.211367 70.176887 0 0 1 0
-61.131295 63.398615 -58.71736 59.673356 0 0 1 0
-65.846569 61.254568 -54.36542 62.626831 0 0 1 0
-54.351025 74.178536 -66.359167 72.976463 0 0 1 0
-56.25561 68.353711 -82.04601 78.420817 0 0 1 0
-62.647466 62.164951 -73.946644 66.082111 0 0 1 0
-65.167691 37.750777 -52.652334 55.351278 0 0 1 0
-60.983895 57.9157 -48.285125 60.762385 0 0 1 0
-64.030322 46.098369 -47.614949 51.190331 0 0 1 0
-58.827109 61.22197 -64.911901 63.716676 0 0 1 0
-59.030466 71.97318 -57.284974 59.53135 0 0 1 0
-12.777719 -6.431963 -0.031037 7.828502 0 0 0 1
-6.522992 3.118393 3.956752 8.694264 0 0 0 1
-7.88705 -9.079163 6.817443 10.163306 0 0 0 1
-10.423282 -7.58909 14.722049 8.119356 0 0 0 1
-19.668419 3.983574 3.341255 17.976408 0 0 0 1
-0.000799 -10.609194 12.318614 10.966582 0 0 0 1
-2.306248 -5.499302 6.91894 12.59267 0 0 0 1
-6.528867 -0.901938 11.096037 13.759654 0 0 0 1
-3.756139 -12.942485 12.91351 3.078595 0 0 0 1
4.60682 -17.964652 14.376518 3.331399 0 0 0 1
17.389761 -36.480012 21.742843 -0.939136 0 0 0 1
-13.065391 3.330871 -0.168688 13.524731 0 0 0 1
-22.834381 11.44909 -0.899281 16.331907 0 0 0 1
-7.807288 -19.212252 12.897581 7.073383 0 0 0 1
-6.663589 -0.992394 -2.675558 13.037157 0 0 0 1
-15.458833 14.583807 -8.710536 13.661872 0 0 0 1
-22.204157 3.697254 3.6107 16.210318 0 0 0 1
-3.202734 2.347258 9.15339 8.720586 0 0 0 1
-26.082678 7.742952 2.668626 13.128874 0 0 0 1
6.451001 -14.161875 11.193016 8.742106 0 0 0 1
-16.235724 1.419822 1.383071 8.408773 0 0 0 1
-19.919095 -28.921542 -2.377003 10.558432 0 0 0 1
7.093637 -27.997301 10.151146 2.035522 0 0 0 1
-11.460816 6.233723 9.131974 5.629177 0 0 0 1
0.57972 -21.098289 8.856541 5.013143 0 0 0 1
4.661724 -23.011532 9.519304 9.881282 0 0 0 1
-13.801736 23.444471 -1.185119 14.672058 0 0 0 1
-23.419566 -4.303749 -4.297074 13.534119 0 0 0 1
-11.244305 0.782348 -5.418104 15.408199 0 0 0 1
-17.431259 8.336257 -7.499651 15.511987 0 0 0 1
-18.856336 4.578333 -0.635451 12.011218 0 0 0 1
8.540368 -25.143678 9.948183 5.972359 0 0 0 1
-10.860429 -6.792068 2.141456 11.769539 0 0 0 1
-25.210166 24.197787 -4.54606 17.434633 0 0 0 1
-5.314375 -18.577335 8.997322 10.612853 0 0 0 1
14.05532 -10.50937 18.058419 8.799236 0 0 0 1
-21.472283 -0.637536 0.324139 10.773048 0 0 0 1
-20.13947 -8.563642 -4.086268 9.315338 0 0 0 1
-3.468992 -9.808847 7.37656 9.958658 0 0 0 1
-19.197476 -5.362309 6.1185 12.193493 0 0 0 1
-18.19347 2.943947 14.254528 12.650615 0 0 0 1
-14.784908 -6.56676 9.538943 10.071462 0 0 0 1
5.481499 -18.165078 19.847533 4.442857 0 0 0 1
-20.570564 3.327737 1.952027 9.914907 0 0 0 1
-8.170045 -15.527164 9.068796 9.757609 0 0 0 1
-3.560949 -6.253587 18.774683 8.065928 0 0 0 1
-5.104718 -11.979529 1.37758 13.159946 0 0 0 1
1.45185 -20.076685 11.230236 5.37409 0 0 0 1
-5.502459 3.220309 2.416722 12.998307 0 0 0 1
-19.391781 -1.503705 -0.986749 12.296695 0 0 0 1
53.144388 80.357401 -69.828384 -57.336127 0 0 0 1
58.279012 57.883065 -56.553347 -57.259289 0 0 0 1
77.498068 36.667923 -48.507625 -67.259511 0 0 0 1
55.990193 65.63957 -51.58948 -58.426104 0 0 0 1
44.562318 54.277421 -74.184248 -57.672497 0 0 0 1
70.045223 66.862796 -62.477491 -59.354961 0 0 0 1
41.351528 90.416225 -71.093205 -47.777915 0 0 0 1
68.190163 36.008638 -55.315757 -65.64177 0 0 0 1
62.902816 57.109319 -54.545388 -63.334696 0 0 0 1
46.84388 86.615074 -64.241559 -52.477506 0 0 0 1
50.617898 43.47974 -57.984021 -58.157502 0 0 0 1
61.443648 53.404455 -52.439159 -62.651973 0 0 0 1
76.756033 42.808673 -45.121814 -69.452335 0 0 0 1
62.785527 47.313863 -61.831145 -60.617113 0 0 0 1
63.549099 55.567354 -55.371551 -60.644349 0 0 0 1
52.864425 64.851735 -59.618139 -63.321731 0 0 0 1
62.129533 58.078508 -56.625953 -58.145702 0 0 0 1
50.525055 62.999011 -57.155041 -64.541925 0 0 0 1
62.673581 60.328233 -59.591498 -62.27974 0 0 0 1
62.645046 74.853086 -66.208342 -59.438748 0 0 0 1
48.585525 69.744304 -62.455979 -58.438278 0 0 0 1
88.930108 17.425481 -44.775725 -68.721883 0 0 0 1
54.562599 64.399719 -49.587872 -58.782394 0 0 0 1
45.73485 60.304842 -54.988564 -63.469844 0 0 0 1
67.672766 64.267317 -37.90895 -69.909226 0 0 0 1
64.667707 58.299951 -66.17245 -60.992987 0 0 0 1
71.069881 23.48754 -36.218754 -70.368853 0 0 0 1
48.88655 66.090521 -55.378556 -63.789098 0 0 0 1
44.806509 71.148894 -61.225319 -54.226063 0 0 0 1
46.317379 79.660658 -61.090523 -55.608165 0 0 0 1
75.892022 30.625778 -47.065103 -64.505679 0 0 0 1
65.945955 49.309491 -49.3248 -63.231479 0 0 0 1
63.168681 52.690189 -50.322672 -61.890088 0 0 0 1
67.374998 71.041245 -62.009511 -63.104842 0 0 0 1
53.140888 69.77103 -69.395508 -62.414589 0 0 0 1
60.985712 49.259174 -55.250798 -62.610828 0 0 0 1
68.286769 47.317245 -58.529868 -59.420352 0 0 0 1
53.067302 61.92493 -60.75477 -65.192886 0 0 0 1
61.846173 44.531407 -54.525851 -60.516326 0 0 0 1
64.29761 52.495925 -53.87821 -63.778422 0 0 0 1
57.896862 52.848998 -49.166405 -62.081772 0 0 0 1
61.076852 43.711509 -50.611662 -59.29289 0 0 0 1
63.974296 37.035144 -43.62786 -69.520171 0 0 0 1
49.482646 40.000492 -59.647121 -67.153067 0 0 0 1
49.608432 52.462719 -57.886288 -61.245012 0 0 0 1
70.543979 43.238085 -45.992646 -71.057243 0 0 0 1
39.625904 78.193125 -71.201758 -52.994168 0 0 0 1
61.836957 47.801253 -52.816846 -63.453068 0 0 0 1
47.102629 60.521715 -62.922113 -57.23156 0 0 0 1
56.045198 78.010875 -73.178596 -52.983312 0 0 0 1
3.449027 10.553594 9.996537 15.123483 1 0 0 0
-0.561355 9.067602 6.839124 23.07316 1 0 0 0
11.275049 1.500519 7.983273 13.14285 1 0 0 0
-0.218834 13.305099 7.113 19.866944 1 0 0 0
1.066612 -1.975753 8.226229 11.59021 1 0 0 0
22.136424 -5.32929 1.068775 -4.005834 1 0 0 0
21.026235 2.558242 1.53323 7.261925 1 0 0 0
-0.876572 10.112704 8.53504 12.933497 1 0 0 0
0.087775 11.89973 10.18152 27.430913 1 0 0 0
-0.176856 -4.412186 5.46181 8.093712 1 0 0 0
7.256121 -1.065354 4.475281 2.42971 1 0 0 0
-15.816969 10.139215 11.994404 21.199667 1 0 0 0
14.889649 -1.285484 3.795233 7.333235 1 0 0 0
-7.420502 16.097932 10.833786 17.46555 1 0 0 0
31.043537 5.566501 6.888492 4.475264 1 0 0 0
25.153933 -6.757645 0.911239 -1.637605 1 0 0 0
19.127161 -1.586553 -1.586862 -3.896304 1 0 0 0
16.94083 2.631417 6.598099 -2.782203 1 0 0 0
8.476886 12.773749 10.187105 19.286637 1 0 0 0
-4.928879 11.213407 15.13416 21.746337 1 0 0 0
17.146481 2.325507 1.287651 -9.423236 1 0 0 0
32.704943 -7.235892 -0.890486 -1.86862 1 0 0 0
-6.172296 7.485209 8.533594 12.133897 1 0 0 0
-14.339097 13.826881 7.058274 9.977101 1 0 0 0
6.335252 12.095727 9.297002 10.039146 1 0 0 0
2.523298 -4.698616 3.600678 8.06578 1 0 0 0
0.648301 9.678906 7.242853 21.632661 1 0 0 0
6.201082 3.514778 3.911124 -0.094063 1 0 0 0
16.181904 1.163757 2.523426 1.343008 1 0 0 0
17.590828 0.048235 6.892169 3.686406 1 0 0 0
3.700771 7.403571 8.541054 1.411275 1 0 0 0
7.359142 -0.022091 7.983326 8.211313 1 0 0 0
14.416641 4.552447 1.612066 8.39984 1 0 0 0
-3.883279 5.907339 10.615914 16.177103 1 0 0 0
30.499719 -3.503375 2.430443 5.341927 1 0 0 0
7.64698 6.353464 9.344134 22.4596 1 0 0 0
19.133092 1.704022 4.800507 13.376868 1 0 0 0
-1.8653 12.093349 7.64586 11.903327 1 0 0 0
-0.424502 3.074663 6.979444 18.603636 1 0 0 0
27.727869 4.608983 2.075732 10.460296 1 0 0 0
24.126243 3.319902 6.3042 12.726205 1 0 0 0
2.186822 3.880548 4.05653 7.405303 1 0 0 0
12.151426 5.291135 6.063487 11.629136 1 0 0 0
3.047147 8.781707 8.203854 20.495709 1 0 0 0
33.57395 -5.530889 -0.007445 -7.018029 1 0 0 0
-0.108014 10.886285 12.137903 32.470988 1 0 0 0
8.577622 6.817 4.514472 13.589262 1 0 0 0
-19.130759 7.535299 9.948773 10.775824 1 0 0 0
12.80633 11.007826 7.741215 19.904845 1 0 0 0
31.113458 -3.540154 0.593338 4.031259 1 0 0 0
-81.483671 -48.08921 -53.703511 -49.446139 1 0 0 0
-61.866807 -59.542048 -62.792715 -78.426451 1 0 0 0
-61.87065 -54.526263 -59.866929 -62.350023 1 0 0 0
-53.52877 -52.986493 -51.449784 -67.41965 1 0 0 0
-74.684706 -49.800099 -56.911324 -65.948053 1 0 0 0
-52.193777 -61.519381 -60.769436 -69.011649 1 0 0 0
-55.756782 -60.059264 -58.002576 -49.436832 1 0 0 0
-78.196211 -57.415432 -59.934294 -54.213238 1 0 0 0
-56.930522 -55.273408 -62.79268 -63.864552 1 0 0 0
-64.47865 -52.56195 -51.124991 -48.744298 1 0 0 0
-55.847339 -50.2271 -62.601071 -51.991904 1 0 0 0
-59.420869 -49.257941 -51.666655 -63.121481 1 0 0 0
-40.105996 -63.329972 -56.392373 -77.787628 1 0 0 0
-58.119395 -63.144053 -57.506413 -71.987216 1 0 0 0
-57.820534 -54.987611 -54.168541 -66.053714 1 0 0 0
-48.693751 -69.126326 -59.829727 -77.90955 1 0 0 0
-53.355073 -57.607565 -59.974887 -74.70283 1 0 0 0
-74.515777 -53.590131 -55.812621 -69.551359 1 0 0 0
-61.243183 -49.877381 -51.993811 -54.355187 1 0 0 0
-29.752868 -75.806692 -65.11189 -77.698999 1 0 0 0
-88.274231 -50.351286 -55.25291 -61.013244 1 0 0 0
-54.756175 -55.250228 -52.275706 -60.754777 1 0 0 0
-39.396699 -57.425174 -61.600152 -65.135045 1 0 0 0
-71.494621 -45.386856 -49.261554 -52.156755 1 0 0 0
-83.825045 -54.231923 -50.887516 -64.166663 1 0 0 0
-39.904857 -59.321326 -66.147197 -62.567527 1 0 0 0
-39.82001 -70.540091 -57.907279 -70.646136 1 0 0 0
-53.421599 -49.933202 -61.377604 -57.782975 1 0 0 0
-52.611399 -64.067858 -56.015144 -63.184001 1 0 0 0
-64.04763 -57.838669 -57.569767 -57.4685 1 0 0 0
-59.65535 -60.905709 -60.62569 -76.428554 1 0 0 0
-63.680316 -53.347311 -56.020383 -52.354567 1 0 0 0
-69.507984 -42.506936 -48.700859 -49.726271 1 0 0 0
-70.446858 -53.996135 -49.248589 -57.197128 1 0 0 0
-52.247374 -55.6295 -54.182337 -66.404869 1 0 0 0
-63.20139 -57.795904 -57.442006 -61.456994 1 0 0 0
-52.84558 -65.096933 -59.036602 -67.77722 1 0 0 0
-31.63625 -63.139967 -62.309413 -74.652917 1 0 0 0
-54.519762 -54.133688 -54.619525 -54.35639 1 0 0 0
-53.749554 -54.872562 -63.815753 -67.135749 1 0 0 0
-62.274342 -44.281979 -50.908 -64.127944 1 0 0 0
-46.436042 -61.352104 -53.455973 -59.997576 1 0 0 0
-57.692745 -58.1243 -57.95997 -61.501569 1 0 0 0
-48.117581 -57.89408 -62.038589 -71.356788 1 0 0 0
-54.242345 -49.608969 -56.601999 -53.753548 1 0 0 0
-81.646977 -50.200904 -53.242587 -58.314963 1 0 0 0
-43.501915 -60.320266 -60.83663 -67.274019 1 0 0 0
-79.061965 -48.173133 -49.64614 -49.845589 1 0 0 0
-59.824529 -45.881538 -58.860356 -56.555356 1 0 0 0
-61.903945 -57.90877 -56.078969 -64.557846 1 0 0 0
-10.243318 5.642365 -15.440704 13.120495 0 1 0 0
-5.233642 9.484469 -10.570055 5.831453 0 1 0 0
-6.937576 5.414369 -3.971599 10.126245 0 1 0 0
3.735965 4.93442 7.054705 -20.958078 0 1 0 0
-9.920425 3.437881 -11.72155 16.933104 0 1 0 0
-10.400519 2.744157 -3.840018 22.740244 0 1 0 0
0.489497 6.814183 0.754051 9.735582 0 1 0 0
-7.49419 0.812991 -14.616111 15.762286 0 1 0 0
-7.310035 8.427195 -13.409324 17.57337 0 1 0 0
-4.845755 8.116265 0.300828 3.141503 0 1 0 0
-14.239371 1.021032 -15.855429 32.586193 0 1 0 0
0.072476 9.591478 -9.418228 11.764761 0 1 0 0
-0.872826 6.484083 -0.800845 13.381033 0 1 0 0
-5.546648 0.029364 -0.545803 2.432232 0 1 0 0
-3.967153 6.195591 -1.421077 7.875406 0 1 0 0
-10.387937 8.944091 -1.803622 18.695199 0 1 0 0
-14.712718 -2.257876 -5.935064 11.049557 0 1 0 0
-15.980298 2.365865 -9.26795 15.269599 0 1 0 0
2.75026 11.295468 3.784018 0.18618 0 1 0 0
1.773022 17.918116 4.081489 -5.115071 0 1 0 0
-12.375095 4.26515 -5.553704 21.260104 0 1 0 0
-12.126133 3.282828 -12.204923 12.130058 0 1 0 0
-4.054848 11.521959 8.961398 -12.337692 0 1 0 0
-9.305889 2.889469 -2.333411 10.205903 0 1 0 0
-10.919115 2.424333 -20.268096 17.995533 0 1 0 0
-14.825969 4.343876 -4.133233 13.9424 0 1 0 0
-12.340275 8.023701 -8.349056 20.125577 0 1 0 0
-9.066496 2.48609 -2.791776 12.074402 0 1 0 0
-12.558696 2.13394 -13.429697 17.083653 0 1 0 0
-0.484173 6.288588 -1.956382 19.370426 0 1 0 0
-3.751955 4.448261 2.016285 8.168109 0 1 0 0
-8.516115 1.743033 -2.845371 9.14811 0 1 0 0
-20.639756 3.033913 -2.137427 0.679196 0 1 0 0
-16.426635 3.507273 -14.263019 22.792408 0 1 0 0
-28.659664 -4.840593 -19.684034 34.100084 0 1 0 0
-8.709355 2.04887 -13.263793 36.286191 0 1 0 0
-2.699133 4.115221 -12.831197 14.04934 0 1 0 0
-4.220385 5.532182 2.991416 6.475023 0 1 0 0
-6.54572 2.256478 -7.447644 23.312155 0 1 0 0
-11.681069 8.967092 -0.908442 2.87505 0 1 0 0
-1.074061 7.071473 -1.023487 22.462447 0 1 0 0
-5.425353 5.519525 4.78329 -0.031567 0 1 0 0
-9.205405 1.342826 -6.374084 0.900455 0 1 0 0
-14.709418 5.890474 -18.243583 22.261122 0 1 0 0
-8.293699 7.576803 -3.097846 -5.604301 0 1 0 0
-9.644999 1.288958 -12.449046 10.980012 0 1 0 0
-19.835705 4.082004 -13.194474 24.447501 0 1 0 0
-12.493698 2.022472 -11.223739 6.429063 0 1 0 0
-5.224902 9.884179 2.14223 -4.159441 0 1 0 0
-0.899925 5.250798 -5.44738 7.615797 0 1 0 0
64.824205 -51.811173 63.220962 -69.77986 0 1 0 0
59.521585 -56.698484 58.210444 -69.947114 0 1 0 0
54.467761 -60.176645 52.835667 -54.622742 0 1 0 0
58.052788 -50.688386 69.271712 -65.134552 0 1 0 0
67.796657 -54.708403 55.058777 -71.364686 0 1 0 0
63.389857 -52.200169 66.011045 -77.481373 0 1 0 0
50.007644 -63.960656 36.171275 -43.480205 0 1 0 0
70.517372 -51.717237 60.085043 -77.251985 0 1 0 0
49.731578 -54.409985 53.956241 -42.944132 0 1 0 0
57.357631 -56.662958 64.703314 -52.595655 0 1 0 0
52.648776 -59.694878 46.952226 -30.892321 0 1 0 0
65.503391 -55.436019 57.217745 -62.465264 0 1 0 0
59.676127 -53.148445 53.564366 -65.690193 0 1 0 0
65.234735 -53.923866 62.035674 -80.155258 0 1 0 0
51.015226 -60.868952 42.800788 -34.726556 0 1 0 0
62.296744 -61.034653 45.586888 -44.501977 0 1 0 0
61.66192 -56.403535 52.088321 -37.931728 0 1 0 0
55.807089 -61.760045 36.761846 -39.999389 0 1 0 0
55.324223 -58.621367 48.628464 -51.982472 0 1 0 0
62.493256 -56.254994 50.094858 -63.753094 0 1 0 0
49.01096 -62.386702 44.229191 -36.409876 0 1 0 0
54.888102 -52.699002 58.722006 -72.784502 0 1 0 0
61.179356 -53.014428 50.736595 -60.430483 0 1 0 0
69.820232 -52.405132 72.274819 -65.797543 0 1 0 0
61.3251 -56.427838 58.867411 -53.091438 0 1 0 0
63.402672 -53.449773 50.633737 -84.484019 0 1 0 0
62.567866 -58.26794 63.924044 -75.275162 0 1 0 0
55.732045 -58.844158 50.488312 -48.313767 0 1 0 0
55.434573 -60.760096 44.757323 -32.770045 0 1 0 0
63.264957 -53.854994 54.217611 -74.028975 0 1 0 0
60.124134 -61.22783 56.572734 -46.093775 0 1 0 0
69.232352 -51.259331 75.054544 -76.882165 0 1 0 0
57.485355 -51.943225 50.288766 -75.700344 0 1 0 0
40.754372 -63.22169 31.384031 -27.330494 0 1 0 0
58.959628 -56.755598 52.481893 -61.407408 0 1 0 0
47.633978 -61.576377 49.455563 -49.631052 0 1 0 0
66.12472 -54.350608 60.025519 -65.623606 0 1 0 0
60.737306 -55.55854 50.423141 -64.902543 0 1 0 0
61.917674 -53.681834 45.753655 -71.049962 0 1 0 0
63.843871 -53.395357 64.904987 -71.293969 0 1 0 0
63.627297 -56.527202 56.351042 -54.695019 0 1 0 0
57.805967 -50.993495 59.81074 -66.237695 0 1 0 0
68.069302 -55.066271 75.749048 -75.172542 0 1 0 0
63.108892 -59.130592 49.79621 -52.155166 0 1 0 0
66.204895 -55.075627 57.203595 -75.440565 0 1 0 0
67.086235 -51.635242 54.773398 -65.642959 0 1 0 0
68.816413 -52.135011 64.003436 -77.579372 0 1 0 0
68.820243 -50.644408 65.421217 -61.887274 0 1 0 0
61.109003 -49.093891 73.955075 -60.127293 0 1 0 0
58.383523 -52.392409 60.084743 -76.374119 0 1 0 0
11.90578 9.078573 1.664355 -3.775064 0 0 1 0
3.056378 -11.609635 18.096113 -19.873295 0 0 1 0
10.673624 5.421491 8.92208 -7.374381 0 0 1 0
3.088099 -31.764276 30.070387 -28.418571 0 0 1 0
4.699507 -15.045043 19.088559 -16.120529 0 0 1 0
14.86583 10.28333 7.5356 7.768359 0 0 1 0
10.046382 -5.541548 20.25525 -4.78614 0 0 1 0
7.739624 9.196013 20.500237 -17.510724 0 0 1 0
8.757408 -5.465083 9.657206 -6.967002 0 0 1 0
8.88358 -4.918298 16.571704 -11.978739 0 0 1 0
6.280076 -24.915806 27.248242 -19.42629 0 0 1 0
8.072693 -11.398686 2.197719 -5.729071 0 0 1 0
-0.363807 -11.584434 -2.804081 -19.04717 0 0 1 0
7.953951 -24.00197 14.296892 -18.784486 0 0 1 0
11.37797 -5.591392 6.012375 -18.759804 0 0 1 0
13.21097 5.745791 -9.193418 -15.244322 0 0 1 0
5.068248 -14.030338 15.305707 -9.7226 0 0 1 0
